Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58
D1,2003-12-06,Ein Frankfurt,Hannover,2,2,D,1,1,D,7,8,18,29,1,3,4,6,0,0,2.3,3.2,2.7,2.3,3.3,2.75,2.2,3.1,2.8,2.375,3.2,2.6,,,,2.3,3.2,2.7,2.3,3.2,2.62,1.75,1.97,1.75,2.05,2.0,1.8,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,,,,,
D1,2003-12-06,Freiburg,Bochum,4,2,H,3,2,H,11,18,19,21,6,5,2,3,0,0,2.1,3.25,3.0,2.1,3.3,3.1,2.3,3.0,2.7,2.1,3.2,3.0,,,,2.1,3.25,3.0,2.1,3.2,3.0,1.65,2.1,1.75,2.05,1.9,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25,,,,,
D1,2003-12-06,Munich 1860,Hansa Rostock,1,4,A,1,2,A,21,14,21,25,9,2,3,1,0,0,1.8,3.25,4.0,1.85,3.35,3.85,1.9,3.1,3.5,1.8,3.25,3.75,,,,1.75,3.3,4.2,1.83,3.3,3.6,1.75,1.95,1.85,1.95,1.85,1.95,-0.5,1.9,1.95,-0.5,1.95,1.95,-0.5,,,,,
D1,2003-12-06,Stuttgart,Hamburg,0,0,D,0,0,D,16,11,21,23,5,6,1,1,0,0,1.53,3.5,5.5,1.5,3.65,6.25,1.5,3.7,5.0,1.5,3.4,6.0,,,,1.44,3.75,6.5,1.5,3.4,6.0,1.61,2.15,1.85,1.95,1.9,1.9,-1.0,1.85,2.0,-1.0,1.925,1.975,-1.0,,,,,
D1,2003-12-06,Werder Bremen,Bayern Munich,1,1,D,0,0,D,10,15,23,18,1,2,1,2,0,0,2.5,3.2,2.5,2.5,3.25,2.55,2.3,3.0,2.7,2.4,3.25,2.5,,,,2.4,3.2,2.6,2.5,3.1,2.5,1.72,2.0,1.7,2.1,1.85,1.95,0.0,1.85,2.0,0.0,1.85,2.05,0.0,,,,,
D1,2003-12-06,Wolfsburg,Kaiserslautern,4,1,H,1,1,D,13,24,22,26,2,10,2,4,0,0,1.9,3.25,3.5,1.85,3.35,3.85,1.85,3.1,3.6,1.8,3.25,3.75,,,,1.8,3.25,4.0,1.83,3.3,3.6,1.65,2.05,1.7,2.1,1.85,1.95,-0.5,1.85,2.0,-0.5,1.925,1.975,-0.5,,,,,
D1,2003-12-07,FC Koln,Leverkusen,0,0,D,0,0,D,14,18,18,20,3,7,2,3,0,0,4.0,3.25,1.8,3.65,3.3,1.9,3.6,3.1,1.85,3.75,3.25,1.8,,,,3.75,3.25,1.85,3.5,3.2,1.9,1.65,2.08,1.8,2.0,1.9,1.9,0.5,1.9,1.95,0.5,1.9,2.0,0.5,,,,,
D1,2003-12-07,Schalke 04,M'gladbach,2,1,H,1,1,D,16,11,17,14,4,5,1,2,0,0,1.61,3.4,5.0,1.65,3.4,5.0,1.7,3.2,4.2,1.667,3.4,4.333,,,,1.61,3.4,5.0,1.66,3.3,4.5,1.62,2.05,1.85,1.95,1.9,1.9,-0.75,1.9,1.95,-0.75,1.875,2.025,-0.75,,,,,
D1,2003-12-13,Bayern Munich,Stuttgart,1,0,H,0,0,D,19,19,16,19,5,6,3,2,0,0,1.727,3.5,4.0,1.76,3.4,4.15,1.75,3.2,4.0,1.727,3.4,4.0,1.8,3.2,4.0,1.8,3.2,4.0,1.66,3.3,4.5,1.82,1.9,1.75,2.05,2.05,1.75,-0.75,2.05,1.8,-0.75,2.075,1.825,-0.75,,,,,
D1,2003-12-13,Bochum,Ein Frankfurt,1,0,H,1,0,H,14,16,27,12,9,4,3,2,0,0,1.615,3.4,5.0,1.62,3.5,5.0,1.7,3.2,4.2,1.615,3.5,4.5,1.62,3.4,5.0,1.61,3.4,5.0,1.57,3.5,5.0,1.65,2.05,1.8,2.0,2.05,1.75,-1.0,2.05,1.8,-1.0,1.85,2.05,-0.75,,,,,
D1,2003-12-13,Hamburg,Freiburg,4,1,H,2,0,H,17,7,13,24,4,5,0,1,0,0,1.727,3.5,4.0,1.75,3.35,4.35,1.7,3.2,4.2,1.727,3.4,4.0,1.75,3.4,4.0,1.75,3.4,4.0,1.72,3.4,4.0,1.65,2.05,1.8,2.0,1.75,2.05,-0.5,1.75,2.1,-0.5,1.8,2.1,-0.5,,,,,
D1,2003-12-13,Hansa Rostock,FC Koln,1,1,D,0,1,A,17,14,16,20,9,8,2,2,0,0,1.615,3.4,5.0,1.7,3.45,4.5,1.7,3.2,4.2,1.667,3.25,4.5,1.67,3.4,4.5,1.66,3.4,4.5,1.66,3.3,4.5,1.71,2.0,1.85,1.95,1.95,1.85,-0.75,1.95,1.9,-0.75,1.975,1.925,-0.75,,,,,
D1,2003-12-13,Hertha,Munich 1860,1,1,D,0,0,D,13,11,17,27,11,2,4,3,0,0,1.909,3.25,3.5,1.85,3.3,3.75,1.75,3.3,3.8,1.8,3.2,4.0,1.91,3.25,3.5,1.9,3.25,3.5,1.83,3.3,3.6,1.6,2.15,1.7,2.1,1.85,1.95,-0.5,1.8,2.05,-0.5,1.9,2.0,-0.5,,,,,
D1,2003-12-13,Kaiserslautern,Schalke 04,0,2,A,0,1,A,17,12,20,27,10,1,2,2,0,0,2.2,3.25,2.8,2.2,3.25,2.95,2.2,3.0,2.9,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75,1.65,2.05,1.85,1.95,1.95,1.85,-0.25,1.9,1.95,-0.25,2.025,1.875,-0.25,,,,,
D1,2003-12-13,Leverkusen,Werder Bremen,1,3,A,0,2,A,21,11,19,22,5,3,2,3,1,0,2.1,3.25,3.0,2.1,3.35,3.1,2.0,3.1,3.2,2.0,3.2,3.2,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.1,3.3,1.55,2.25,1.7,2.1,1.95,1.85,-0.25,1.95,1.9,-0.25,1.95,1.95,-0.25,,,,,
D1,2003-12-14,M'gladbach,Dortmund,2,1,H,1,1,D,21,10,19,21,6,4,2,2,0,0,2.625,3.2,2.375,2.6,3.25,2.45,2.5,3.0,2.5,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.5,2.5,3.1,2.5,1.75,1.95,1.9,1.9,2.05,1.75,0.0,1.95,1.9,0.0,2.0,1.9,0.0,,,,,
D1,2003-12-14,Wolfsburg,Hannover,2,1,H,1,1,D,13,4,26,24,5,3,2,2,0,0,1.833,3.25,3.75,1.83,3.4,3.9,1.85,3.1,3.6,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.2,4.33,1.65,2.05,1.75,2.05,2.05,1.75,-0.75,2.05,1.8,-0.75,2.1,1.8,-0.75,,,,,
D1,2003-12-16,Ein Frankfurt,Hamburg,2,3,A,0,1,A,13,13,24,22,6,7,3,1,0,0,2.5,3.2,2.5,2.55,3.15,2.55,2.5,3.0,2.5,2.4,3.25,2.5,2.4,3.2,2.6,2.4,3.2,2.6,2.4,3.1,2.6,1.75,1.95,1.8,2.0,1.95,1.9,0.0,2.1,1.75,0.0,2.075,1.825,0.0,,,,,
D1,2003-12-16,FC Koln,Hertha,3,0,H,0,0,D,25,14,29,22,9,3,1,5,0,1,2.5,3.2,2.5,2.4,3.25,2.65,2.3,3.0,2.7,2.25,3.4,2.625,2.38,3.2,2.62,2.6,3.2,2.4,2.37,3.1,2.62,1.75,1.95,1.85,1.95,2.0,1.85,0.0,2.05,1.8,0.0,2.025,1.875,0.0,,,,,
D1,2003-12-16,Freiburg,Bayern Munich,0,6,A,0,3,A,4,17,15,14,2,2,1,1,0,0,4.0,3.25,1.8,4.0,3.3,1.8,3.8,3.1,1.8,3.75,3.25,1.8,4.33,3.25,1.73,3.5,3.25,1.9,3.5,3.2,1.9,1.65,2.05,1.85,1.95,2.05,1.8,0.5,1.95,1.9,0.5,1.95,1.95,0.5,,,,,
D1,2003-12-16,Werder Bremen,Hansa Rostock,3,0,H,1,0,H,20,10,17,18,3,3,2,3,0,0,1.444,3.75,6.5,1.47,3.6,7.0,1.5,3.7,5.0,1.5,3.4,6.0,1.44,3.6,7.0,1.44,3.6,7.0,1.5,3.4,6.0,1.6,2.15,1.66,2.15,2.0,1.85,-1.25,2.0,1.85,-1.25,2.025,1.875,-1.25,,,,,
D1,2003-12-17,Dortmund,Kaiserslautern,1,1,D,1,0,H,20,14,16,15,9,3,0,3,0,0,1.533,3.5,5.5,1.5,3.55,6.5,1.45,3.8,5.4,1.444,3.6,6.5,1.53,3.5,5.5,1.53,3.5,5.5,1.44,3.6,6.5,1.65,2.05,1.7,2.1,1.75,2.1,-1.0,1.8,2.05,-1.0,1.85,2.05,-1.0,,,,,
D1,2003-12-17,Hannover,Bochum,2,2,D,1,0,H,15,21,14,19,5,5,1,3,0,0,2.1,3.25,3.0,2.2,3.2,3.0,2.1,3.0,3.1,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.87,2.1,3.2,3.0,1.6,2.15,1.66,2.15,1.9,1.95,-0.25,1.85,2.0,-0.25,1.825,2.075,-0.25,,,,,
D1,2003-12-17,Munich 1860,M'gladbach,1,2,A,0,1,A,18,8,20,16,4,7,2,3,0,0,1.833,3.25,3.75,1.8,3.4,4.0,1.85,3.1,3.6,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.4,3.75,1.72,3.4,4.0,1.75,1.95,1.85,1.95,1.85,2.0,-0.5,1.85,2.0,-0.5,1.9,2.0,-0.5,,,,,
D1,2003-12-17,Schalke 04,Wolfsburg,1,1,D,1,1,D,11,8,17,29,2,1,1,3,0,0,1.727,3.5,4.0,1.7,3.4,4.5,1.75,3.2,4.0,1.727,3.4,4.0,1.73,3.4,4.0,1.75,3.4,4.0,1.66,3.3,4.5,1.65,2.05,1.8,2.0,2.0,1.85,-0.75,2.05,1.8,-0.75,2.1,1.8,-0.75,,,,,
D1,2003-12-17,Stuttgart,Leverkusen,2,3,A,0,2,A,14,15,18,23,6,3,2,4,0,0,1.909,3.25,3.5,1.95,3.2,3.6,2.0,3.1,3.2,1.909,3.4,3.25,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.2,3.5,1.85,1.85,1.95,1.85,1.9,1.95,-0.5,2.0,1.85,-0.5,1.75,2.15,-0.25,,,,,
D1,2004-01-30,Dortmund,Schalke 04,0,1,A,0,0,D,6,17,27,26,2,8,3,5,0,0,1.8,3.2,4.0,1.95,3.2,3.65,2.1,2.8,3.3,1.909,3.2,3.5,1.91,3.2,3.6,1.9,3.2,3.6,2.0,2.87,3.6,1.75,1.95,1.75,2.05,2.05,1.8,-0.5,2.0,1.85,-0.5,2.075,1.825,-0.5,,,,,
D1,2004-01-31,Bochum,Wolfsburg,1,0,H,1,0,H,11,15,19,19,5,5,1,3,0,0,1.909,3.25,3.5,2.0,3.25,3.45,2.0,3.1,3.2,2.0,3.2,3.2,1.91,3.2,3.6,1.9,3.2,3.6,1.83,3.3,3.6,1.65,2.05,1.75,2.05,1.75,2.1,-0.25,1.75,2.1,-0.25,1.775,2.125,-0.25,,,,,
D1,2004-01-31,Ein Frankfurt,Bayern Munich,1,1,D,1,1,D,7,20,24,16,3,8,4,2,0,0,5.0,3.4,1.615,5.75,3.55,1.55,4.6,3.4,1.6,5.0,3.5,1.571,5.0,3.4,1.62,5.0,3.4,1.61,5.0,3.5,1.57,1.65,2.05,1.66,2.15,1.85,2.0,1.0,1.9,1.95,1.0,1.85,2.05,1.0,,,,,
D1,2004-01-31,FC Koln,M'gladbach,1,0,H,0,0,D,10,18,26,19,3,9,3,2,0,0,2.25,3.25,2.75,2.2,3.25,2.95,2.3,3.0,2.7,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.3,3.2,2.62,1.71,2.0,1.9,1.9,2.0,1.85,-0.25,2.0,1.85,-0.25,,,,,,,,
D1,2004-01-31,Munich 1860,Kaiserslautern,2,1,H,2,1,H,13,19,27,23,3,5,3,2,0,0,2.0,3.25,3.25,2.1,3.25,3.15,2.2,3.0,2.9,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.25,3.4,1.75,1.95,1.8,2.0,1.87,1.98,-0.25,1.8,2.05,-0.25,1.8,2.1,-0.25,,,,,
D1,2004-01-31,Stuttgart,Hansa Rostock,2,0,H,0,0,D,17,6,21,21,8,1,0,3,0,0,1.533,3.75,5.0,1.5,3.7,6.25,1.5,3.7,5.0,1.533,3.5,5.5,1.53,3.6,5.5,1.53,3.6,5.5,1.44,3.6,6.5,1.85,1.85,1.8,2.0,1.95,1.9,-1.0,1.95,1.9,-1.0,2.0,1.9,-1.0,,,,,
D1,2004-01-31,Werder Bremen,Hertha,4,0,H,3,0,H,23,8,15,26,3,3,0,1,0,0,1.571,3.6,5.0,1.55,3.55,5.75,1.55,3.5,4.8,1.533,3.5,5.5,1.53,3.4,6.0,1.53,3.4,6.0,1.53,3.4,5.5,1.5,2.35,1.66,2.15,2.05,1.8,-1.0,2.0,1.85,-1.0,1.8,2.1,-0.75,,,,,
D1,2004-02-01,Freiburg,Leverkusen,1,0,H,0,0,D,6,15,19,12,7,3,1,0,0,0,2.7,3.2,2.3,2.95,3.25,2.2,2.9,3.0,2.2,2.75,3.2,2.25,2.7,3.2,2.3,2.7,3.2,2.3,2.8,3.1,2.25,1.65,2.05,1.75,2.05,1.95,1.9,0.25,2.0,1.85,0.25,1.925,1.975,0.25,,,,,
D1,2004-02-01,Hannover,Hamburg,3,2,H,2,1,H,11,10,24,22,6,3,3,2,0,0,2.375,3.2,2.625,2.35,3.2,2.75,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.37,3.1,2.62,1.65,2.05,1.7,2.1,1.75,2.1,0.0,2.05,1.8,-0.25,1.8,2.1,0.0,,,,,
D1,2004-02-07,Hamburg,Bochum,1,1,D,0,0,D,21,6,17,25,6,1,0,1,0,0,1.909,3.25,3.5,1.85,3.35,3.85,1.8,3.1,3.8,1.909,3.2,3.5,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.2,3.5,1.6,2.15,1.75,2.05,1.55,2.3,-0.25,1.9,1.95,-0.5,1.95,1.95,-0.5,,,,,
D1,2004-02-07,Hansa Rostock,Freiburg,4,1,H,1,0,H,16,9,18,19,13,5,2,1,0,0,1.909,3.25,3.5,1.9,3.3,3.75,1.9,3.1,3.5,1.909,3.2,3.5,1.91,3.25,3.5,1.95,3.2,3.5,2.0,3.2,3.2,1.79,1.9,1.85,1.95,1.7,2.05,-0.25,2.05,1.8,-0.5,2.025,1.875,-0.5,,,,,
D1,2004-02-07,Kaiserslautern,FC Koln,1,0,H,1,0,H,17,13,28,23,6,0,3,3,0,0,1.833,3.25,3.75,1.9,3.3,3.75,1.75,3.2,4.0,1.833,3.2,3.75,1.91,3.25,3.5,1.9,3.25,3.5,1.83,3.3,3.6,1.71,2.0,1.95,1.85,1.65,2.15,-0.25,1.85,2.0,-0.5,1.875,2.025,-0.5,,,,,
D1,2004-02-07,Leverkusen,Ein Frankfurt,1,2,A,0,1,A,23,11,16,28,6,8,0,1,0,0,1.364,4.0,7.5,1.35,4.5,7.5,1.35,4.0,7.0,1.333,4.0,8.0,1.36,4.0,7.5,1.36,4.0,7.5,1.4,3.75,7.0,1.55,2.25,1.75,2.05,1.7,2.05,-1.25,2.0,1.85,-1.5,2.075,1.825,-1.5,,,,,
D1,2004-02-07,M'gladbach,Werder Bremen,1,2,A,0,0,D,13,16,15,14,3,5,3,4,0,0,3.25,3.25,2.0,3.0,3.25,2.2,2.9,3.0,2.2,2.8,3.2,2.2,3.25,3.25,2.0,3.25,3.25,2.0,2.87,3.1,2.2,1.6,2.15,1.75,2.05,2.0,1.85,0.25,2.05,1.8,0.25,2.05,1.85,0.25,,,,,
D1,2004-02-07,Schalke 04,Munich 1860,0,0,D,0,0,D,15,3,20,27,8,2,2,4,0,0,1.615,3.4,5.0,1.65,3.45,5.0,1.65,3.3,4.4,1.667,3.25,4.5,1.67,3.4,4.5,1.66,3.4,4.5,1.61,3.3,5.0,1.71,2.0,1.9,1.9,2.15,1.65,-1.0,1.8,2.05,-0.75,1.8,2.1,-0.75,,,,,
D1,2004-02-07,Wolfsburg,Dortmund,2,4,A,1,2,A,14,19,25,20,5,8,3,1,0,0,2.25,3.25,2.75,2.3,3.2,2.85,2.0,3.1,3.2,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.2,2.8,1.6,2.15,1.75,2.05,1.7,2.05,0.0,2.05,1.8,-0.25,2.125,1.775,-0.25,,,,,
D1,2004-02-08,Bayern Munich,Hannover,3,1,H,1,0,H,17,20,16,24,7,8,2,3,0,0,1.286,4.5,8.5,1.28,4.85,9.0,1.3,4.2,8.0,1.286,4.333,9.0,1.29,4.5,8.5,1.28,4.5,8.5,1.3,4.33,8.0,1.5,2.35,1.6,2.3,1.6,2.2,-1.25,1.9,1.95,-1.5,1.925,1.975,-1.5,,,,,
D1,2004-02-08,Hertha,Stuttgart,1,0,H,0,0,D,9,9,30,22,4,4,4,1,0,0,3.25,3.25,2.0,3.0,3.25,2.2,2.8,3.1,2.2,3.0,3.2,2.1,2.88,3.2,2.2,2.87,3.2,2.2,3.0,3.2,2.1,1.75,1.95,1.95,1.85,1.9,1.95,0.25,1.9,1.95,0.25,1.95,1.95,0.25,,,,,
D1,2004-02-14,Bochum,Bayern Munich,1,0,H,1,0,H,11,17,20,17,7,9,3,1,0,0,3.25,3.25,2.0,3.55,3.25,1.95,3.5,3.1,1.9,3.2,3.2,2.0,3.5,3.25,1.91,3.5,3.25,1.9,3.2,3.2,2.0,1.71,2.0,1.75,2.05,2.35,1.65,0.25,1.85,2.0,0.5,1.9,2.0,0.5,,,,,
D1,2004-02-14,Ein Frankfurt,Hansa Rostock,1,1,D,1,0,H,14,7,14,13,11,8,2,3,0,0,2.2,3.25,2.8,2.2,3.25,2.95,2.1,3.0,3.1,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.87,2.0,3.1,3.3,1.71,2.0,1.8,2.0,1.6,2.2,0.0,1.95,1.9,-0.25,1.95,1.95,-0.25,,,,,
D1,2004-02-14,FC Koln,Schalke 04,0,2,A,0,1,A,22,13,18,21,12,6,2,0,0,0,2.625,3.2,2.375,2.75,3.2,2.35,2.7,3.0,2.3,2.6,3.2,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.79,1.9,1.9,1.9,2.3,1.55,-0.25,1.85,2.0,0.25,2.1,1.8,0.0,,,,,
D1,2004-02-14,Freiburg,Hertha,2,3,A,0,2,A,14,10,12,33,9,0,1,4,0,0,1.909,3.25,3.5,2.05,3.2,3.3,2.2,3.1,2.8,2.0,3.2,3.2,1.91,3.25,3.5,2.0,3.25,3.25,1.9,3.3,3.3,1.65,2.05,1.75,2.05,1.48,2.5,0.0,1.95,1.9,-0.25,1.975,1.925,-0.25,,,,,
D1,2004-02-28,Ein Frankfurt,M'gladbach,3,1,H,2,0,H,9,24,16,27,3,6,1,4,0,0,2.0,3.25,3.25,2.15,3.25,3.2,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.25,3.4,1.85,1.85,1.85,1.95,1.9,1.95,-0.25,1.9,1.95,-0.25,1.85,2.05,-0.25,,,,,
D1,2004-02-28,FC Koln,Munich 1860,1,3,A,0,3,A,14,13,24,19,6,7,2,2,0,0,2.2,3.25,2.8,2.15,3.25,3.2,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.2,2.8,1.85,1.85,1.95,1.85,1.9,1.95,-0.25,1.95,1.9,-0.25,1.825,2.075,-0.25,,,,,
D1,2004-02-28,Hamburg,Leverkusen,3,1,H,3,1,H,14,18,21,18,4,5,3,3,0,0,2.25,3.25,2.75,2.25,3.3,2.95,2.4,3.0,2.6,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.2,3.2,2.8,1.65,2.05,1.8,2.0,2.0,1.85,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,,,,,
D1,2004-02-28,Stuttgart,Schalke 04,0,0,D,0,0,D,13,11,18,31,4,2,4,4,0,0,2.0,3.25,3.25,2.1,3.2,3.4,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.2,3.1,2.1,3.2,3.1,2.0,3.2,3.2,2.0,1.71,1.95,1.85,1.9,1.95,-0.25,1.95,1.9,-0.25,1.85,2.05,-0.25,,,,,
D1,2004-02-28,Werder Bremen,Dortmund,2,0,H,0,0,D,18,5,26,27,6,4,2,3,0,0,1.909,3.25,3.5,2.0,3.25,3.6,2.0,3.1,3.2,1.909,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.6,2.15,1.8,2.0,1.8,2.05,-0.25,1.85,2.0,-0.25,1.8,2.1,-0.25,,,,,
D1,2004-02-29,Freiburg,Kaiserslautern,1,0,H,0,0,D,30,9,20,25,5,1,2,6,0,0,2.0,3.25,3.25,2.1,3.2,3.4,2.2,3.0,2.9,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.71,2.0,1.7,2.1,1.95,1.9,-0.25,1.95,1.9,-0.25,1.925,1.975,-0.25,,,,,
D1,2004-02-29,Hannover,Hertha,1,3,A,0,1,A,14,12,14,16,8,1,1,5,0,0,2.1,3.25,3.0,2.25,3.25,3.0,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.2,2.87,2.2,3.2,2.87,2.1,3.2,3.0,1.6,2.15,1.65,2.2,2.05,1.8,-0.25,2.0,1.85,-0.25,2.0,1.9,-0.25,,,,,
D1,2004-03-06,Dortmund,Stuttgart,0,2,A,0,1,A,13,8,14,20,4,4,2,1,0,0,1.909,3.25,3.5,1.9,3.3,3.9,1.9,3.1,3.5,1.833,3.4,3.5,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.2,3.5,2.0,1.71,2.0,1.8,1.75,2.1,-0.25,1.95,1.9,-0.5,2.125,1.775,-0.5,,,,,
D1,2004-03-06,Hansa Rostock,Hamburg,3,0,H,2,0,H,12,9,25,24,8,6,1,2,0,0,2.25,3.25,2.75,2.3,3.25,2.9,2.3,3.0,2.7,2.2,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.8,2.1,3.2,3.0,1.71,2.0,1.8,2.0,2.05,1.8,-0.25,2.0,1.85,-0.25,2.0,1.9,-0.25,,,,,
D1,2004-03-06,Hertha,Bochum,1,1,D,1,0,H,13,5,31,26,2,4,1,1,0,0,2.0,3.25,3.25,2.0,3.45,3.35,1.9,3.2,3.4,2.0,3.2,3.2,2.1,3.25,3.0,2.0,3.2,3.3,2.0,3.2,3.2,1.85,1.85,1.75,2.05,1.8,2.05,-0.25,1.75,2.1,-0.25,1.8,2.1,-0.25,,,,,
D1,2004-03-06,Kaiserslautern,Ein Frankfurt,1,0,H,0,0,D,27,14,18,21,8,6,1,1,0,0,1.909,3.25,3.5,1.9,3.3,3.9,1.8,3.1,3.8,1.909,3.2,3.5,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.2,3.5,1.79,1.9,2.0,1.8,1.6,2.2,-0.25,1.95,1.9,-0.5,1.875,2.025,-0.5,,,,,
D1,2004-03-06,Leverkusen,Bayern Munich,1,3,A,0,1,A,18,22,20,13,5,4,2,2,0,0,2.75,3.25,2.25,2.85,3.25,2.35,2.5,3.0,2.5,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.2,1.71,2.0,1.75,2.05,1.52,2.35,0.5,1.85,2.0,0.25,1.9,2.0,0.25,,,,,
D1,2004-03-06,M'gladbach,Hannover,1,0,H,1,0,H,21,12,23,18,3,3,1,2,0,0,2.0,3.25,3.25,2.0,3.3,3.55,1.9,3.1,3.5,2.0,3.2,3.2,2.0,3.2,3.3,1.9,3.2,3.6,1.9,3.2,3.5,1.65,2.05,1.7,2.1,1.75,2.1,-0.25,1.95,1.9,-0.5,2.0,1.9,-0.5,,,,,
D1,2004-03-06,Schalke 04,Freiburg,3,0,H,1,0,H,21,6,20,14,3,5,1,1,0,0,1.615,3.4,5.0,1.6,3.45,5.85,1.6,3.4,4.6,1.571,3.5,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1.61,3.3,5.0,1.71,2.0,1.85,1.95,1.7,2.05,-0.75,2.0,1.85,-1.0,2.1,1.8,-1.0,,,,,
D1,2004-03-07,Munich 1860,Werder Bremen,0,2,A,0,1,A,9,18,15,23,3,8,1,1,1,0,3.0,3.25,2.1,3.4,3.3,2.05,3.1,3.0,2.1,3.2,3.2,2.0,3.1,3.2,2.1,3.1,3.2,2.1,3.0,3.2,2.1,1.65,2.05,1.8,2.0,1.67,2.05,0.5,2.05,1.8,0.25,2.075,1.825,0.25,,,,,
D1,2004-03-07,Wolfsburg,FC Koln,2,0,H,1,0,H,18,15,12,22,6,8,4,0,0,0,1.533,3.5,5.5,1.6,3.45,5.85,1.55,3.5,4.8,1.533,3.4,5.5,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.4,6.0,1.65,2.05,1.66,2.15,1.7,2.05,-0.75,1.95,1.9,-1.0,2.0,1.9,-1.0,,,,,
D1,2004-03-13,Bayern Munich,Hansa Rostock,3,3,D,2,0,H,13,9,19,22,4,5,0,3,0,0,1.286,4.5,9.0,1.31,4.75,9.0,1.35,4.0,7.0,1.333,4.0,8.0,1.29,4.5,8.5,1.29,4.5,8.5,1.3,4.33,8.0,1.55,2.25,1.7,2.1,1.5,2.45,-1.0,1.9,1.95,-1.25,1.8,2.1,-1.25,,,,,
