Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
SP1,2000-12-03,Oviedo,Malaga,3,2,H,1,2,A,1.7,3.2,4.0,1.8,2.9,3.6,1.8,3.2,4.0,1.7,3.25,4.33,1.8,3.3,3.75
SP1,2000-12-03,Sociedad,Las Palmas,1,1,D,0,0,D,1.95,3.1,3.6,1.85,3.0,3.3,2.1,3.2,3.0,1.91,3.2,3.5,2.0,3.2,3.2
SP1,2000-12-03,Villarreal,Numancia,0,0,D,0,0,D,1.85,3.2,3.8,1.8,2.9,3.6,1.67,3.25,4.5,1.73,3.2,4.33,1.72,3.4,4.0
SP1,2000-12-03,Zaragoza,Mallorca,1,1,D,1,0,H,2.15,3.15,3.0,1.9,2.9,3.2,2.1,3.2,3.0,2.1,3.1,3.0,2.0,3.2,3.2
SP1,2000-12-09,Las Palmas,Villarreal,1,5,A,0,2,A,1.85,3.2,3.8,1.9,2.8,3.3,1.67,3.25,4.5,1.8,3.25,3.75,1.83,3.2,3.75
SP1,2000-12-09,Numancia,Zaragoza,1,1,D,1,1,D,2.35,3.0,2.75,2.2,2.8,2.8,2.62,2.87,2.5,2.3,3.0,2.8,2.2,3.0,3.0
SP1,2000-12-09,Valencia,Sociedad,2,0,H,0,0,D,1.33,4.2,7.6,1.4,3.6,5.5,1.36,3.75,8.0,1.33,4.0,8.0,1.36,3.75,8.0
SP1,2000-12-10,Ath Bilbao,Oviedo,4,0,H,0,0,D,1.7,3.25,4.45,1.7,3.1,3.8,1.67,3.25,4.5,1.67,3.25,4.5,1.66,3.3,4.5
SP1,2000-12-10,Barcelona,Espanol,4,2,H,2,0,H,1.47,3.45,6.55,1.55,3.3,4.5,1.44,3.75,6.0,1.44,3.6,6.5,1.44,3.5,7.0
SP1,2000-12-10,La Coruna,Vallecano,1,1,D,1,0,H,1.45,3.55,6.6,1.5,3.4,4.7,1.36,3.75,8.0,1.44,3.5,7.0,1.44,3.5,7.0
SP1,2000-12-10,Malaga,Valladolid,3,1,H,1,0,H,1.95,3.15,3.45,1.9,2.8,3.3,1.73,3.2,4.33,1.8,3.1,4.0,1.9,3.2,3.5
SP1,2000-12-10,Mallorca,Osasuna,1,1,D,0,1,A,1.45,3.6,6.6,1.45,3.5,5.0,1.36,3.75,8.0,1.4,3.75,7.0,,,
SP1,2000-12-10,Real Madrid,Celta,3,0,H,2,0,H,1.4,3.8,7.0,1.4,3.6,5.5,1.36,4.0,7.0,1.4,3.75,7.0,1.36,3.75,8.0
SP1,2000-12-10,Santander,Alaves,2,1,H,0,0,D,2.4,3.0,2.7,2.3,2.7,2.7,2.5,2.87,2.62,2.4,3.0,2.63,2.4,3.1,2.6
SP1,2000-12-16,Alaves,La Coruna,3,1,H,2,1,H,2.5,2.9,2.7,2.4,2.9,2.4,2.6,3.2,2.37,2.5,3.1,2.5,2.62,3.1,2.37
SP1,2000-12-16,Espanol,Real Madrid,1,2,A,1,2,A,3.1,2.9,2.2,3.0,2.9,2.0,3.0,3.2,2.1,3.25,3.2,2.0,3.0,3.2,2.1
SP1,2000-12-16,Sociedad,Villarreal,0,2,A,0,1,A,2.15,2.9,3.2,1.85,3.0,3.3,2.1,3.2,3.0,2.1,3.1,3.1,2.1,3.2,2.95
SP1,2000-12-16,Vallecano,Barcelona,2,2,D,1,1,D,2.8,3.1,2.3,2.35,3.0,2.35,2.75,3.2,2.25,2.8,3.1,2.25,2.62,3.1,2.37
SP1,2000-12-16,Zaragoza,Las Palmas,3,1,H,0,0,D,1.75,3.2,4.0,1.6,3.2,4.2,1.8,3.25,3.75,1.62,3.3,5.0,1.66,3.3,4.5
SP1,2000-12-17,Celta,Mallorca,2,2,D,1,1,D,1.9,3.0,3.8,1.8,3.0,3.5,2.0,3.0,3.4,1.91,3.2,3.5,1.9,3.25,3.4
SP1,2000-12-17,Osasuna,Numancia,2,0,H,0,0,D,2.1,2.9,3.4,2.0,2.7,3.2,2.0,3.2,3.2,2.05,3.0,3.3,,,
SP1,2000-12-17,Oviedo,Santander,1,0,H,1,0,H,1.65,3.25,4.8,1.7,3.1,3.8,1.61,3.25,5.0,1.62,3.25,5.0,1.66,3.3,4.5
SP1,2000-12-17,Valencia,Malaga,2,0,H,1,0,H,1.35,4.2,7.5,1.4,3.6,5.5,1.33,4.0,8.0,1.36,3.75,8.0,1.35,3.75,8.0
SP1,2000-12-17,Valladolid,Ath Bilbao,0,0,D,0,0,D,2.0,2.9,3.6,2.0,2.8,3.1,2.0,3.0,3.4,2.0,3.0,3.3,2.0,3.2,3.2
SP1,2000-12-19,Real Madrid,Vallecano,3,1,H,2,0,H,1.4,3.8,6.5,1.5,3.4,4.7,1.36,3.75,8.0,1.4,3.75,7.0,1.4,3.75,7.0
SP1,2000-12-20,Ath Bilbao,Valencia,1,1,D,1,0,H,2.6,3.0,2.4,2.2,2.9,2.7,2.6,3.2,2.37,2.75,3.1,2.25,2.6,3.1,2.4
SP1,2000-12-20,Barcelona,Alaves,3,2,H,1,0,H,1.35,4.0,8.0,1.35,3.8,6.2,1.4,3.75,7.0,1.44,3.6,6.5,1.4,3.75,7.0
SP1,2000-12-20,La Coruna,Oviedo,3,0,H,1,0,H,1.3,4.0,9.5,1.25,4.3,8.0,1.25,4.5,10.0,1.3,4.0,8.5,1.25,4.33,11.0
SP1,2000-12-20,Las Palmas,Osasuna,3,2,H,0,0,D,1.75,3.2,4.1,1.8,3.0,3.5,1.67,3.25,4.5,1.73,3.2,4.33,,,
SP1,2000-12-20,Malaga,Sociedad,3,0,H,2,0,H,1.65,3.0,6.0,1.7,3.1,3.8,1.61,3.5,4.5,1.53,3.25,5.0,1.66,3.4,4.33
SP1,2000-12-20,Mallorca,Espanol,3,2,H,1,2,A,1.75,3.2,4.1,1.8,3.0,3.5,1.73,3.4,4.0,1.67,3.3,4.5,1.72,3.2,4.33
SP1,2000-12-20,Numancia,Celta,4,2,H,2,1,H,2.3,3.0,2.75,2.3,2.9,2.5,2.37,3.2,2.6,2.3,3.1,2.75,2.25,3.2,2.75
SP1,2000-12-20,Santander,Valladolid,2,2,D,2,1,H,1.9,3.1,3.6,1.9,2.9,3.2,1.91,3.2,3.5,2.0,3.1,3.3,1.9,3.2,3.5
SP1,2000-12-20,Villarreal,Zaragoza,1,1,D,1,0,H,2.2,3.2,2.85,2.1,2.9,2.9,2.2,3.2,2.8,2.1,3.2,3.0,2.1,3.0,3.2
SP1,2001-01-06,Malaga,Ath Bilbao,2,1,H,2,0,H,1.95,3.0,3.5,1.9,3.0,3.1,1.73,3.2,4.33,1.8,3.1,4.0,1.83,3.2,3.75
SP1,2001-01-07,Alaves,Real Madrid,1,3,A,1,1,D,3.1,3.0,2.1,2.9,2.9,2.1,2.75,3.25,2.2,3.0,3.0,2.2,2.8,3.2,2.2
SP1,2001-01-07,Celta,Las Palmas,0,1,A,0,1,A,1.6,3.3,6.0,1.55,3.3,4.5,1.67,3.25,4.5,1.62,3.3,5.0,1.66,3.25,4.5
SP1,2001-01-07,Espanol,Numancia,2,0,H,2,0,H,1.7,3.1,4.6,1.6,3.2,4.2,1.73,3.2,4.33,1.62,3.25,4.75,1.66,3.3,4.5
SP1,2001-01-07,Osasuna,Villarreal,1,0,H,1,0,H,2.4,3.0,2.65,2.2,2.8,2.8,2.6,3.2,2.37,2.5,3.0,2.6,,,
SP1,2001-01-07,Oviedo,Barcelona,2,3,A,0,2,A,3.0,3.0,2.15,2.9,2.9,2.1,2.75,3.2,2.25,3.0,3.0,2.2,2.87,3.1,2.2
SP1,2001-01-07,Sociedad,Zaragoza,1,1,D,1,0,H,2.4,3.0,2.6,2.2,2.8,2.8,2.37,3.2,2.6,2.4,3.0,2.7,2.4,3.0,2.7
SP1,2001-01-07,Vallecano,Mallorca,2,2,D,2,1,H,2.0,3.0,3.4,1.9,2.8,3.3,2.0,3.0,3.4,2.0,3.0,3.4,2.1,3.0,3.2
SP1,2001-01-07,Valencia,Santander,1,0,H,1,0,H,1.25,4.5,9.0,1.3,4.0,7.0,1.25,4.5,10.0,1.25,4.75,9.0,1.25,4.5,10.0
SP1,2001-01-07,Valladolid,La Coruna,3,1,H,0,0,D,2.8,3.0,2.25,2.3,2.8,2.6,3.0,2.87,2.25,2.9,2.9,2.3,2.9,2.8,2.37
SP1,2001-01-13,Barcelona,Valladolid,3,1,H,0,0,D,1.25,4.6,9.5,1.25,4.3,8.0,1.25,5.0,8.0,1.25,4.5,9.0,1.28,4.5,8.0
SP1,2001-01-13,La Coruna,Valencia,2,0,H,0,0,D,2.05,3.0,3.3,1.9,2.9,3.2,2.1,3.0,3.2,1.9,3.0,3.5,2.0,3.0,3.4
SP1,2001-01-14,Las Palmas,Espanol,1,0,H,1,0,H,1.9,3.1,3.7,2.1,2.9,2.9,1.91,3.25,3.4,2.0,3.0,3.4,2.0,3.2,3.2
SP1,2001-01-14,Mallorca,Alaves,4,3,H,1,0,H,1.75,3.2,4.2,1.7,3.1,3.8,1.67,3.25,4.5,1.7,3.1,4.5,1.72,3.2,4.33
SP1,2001-01-14,Numancia,Vallecano,0,2,A,0,1,A,2.3,3.0,2.85,2.2,2.8,2.8,2.37,3.2,2.6,2.38,3.0,2.7,2.25,3.1,2.8
SP1,2001-01-14,Real Madrid,Oviedo,4,0,H,1,0,H,1.2,4.7,12.0,1.15,5.5,11.0,1.2,5.0,11.0,1.22,4.8,10.0,1.2,5.0,11.0
SP1,2001-01-14,Sociedad,Ath Bilbao,0,2,A,0,1,A,2.3,3.0,2.8,2.1,2.8,2.9,2.25,3.2,2.75,2.3,2.88,2.9,2.37,2.87,2.8
SP1,2001-01-14,Santander,Malaga,0,1,A,0,1,A,2.1,3.0,3.2,2.1,2.9,2.9,2.2,3.2,2.8,2.15,3.0,3.1,2.25,3.1,2.8
SP1,2001-01-14,Villarreal,Celta,2,0,H,1,0,H,2.05,3.1,3.2,2.0,2.9,3.0,1.91,3.2,3.5,2.0,3.1,3.3,1.83,3.2,3.75
SP1,2001-01-14,Zaragoza,Osasuna,4,2,H,3,2,H,1.55,3.2,6.5,1.5,3.4,4.7,1.61,3.5,4.5,1.62,3.25,5.0,,,
SP1,2001-01-20,Valencia,Barcelona,0,1,A,0,1,A,2.25,3.0,2.9,2.1,2.9,2.9,2.25,3.2,2.75,2.3,3.1,2.7,2.3,3.2,2.62
SP1,2001-01-21,Alaves,Numancia,0,2,A,0,1,A,1.57,3.3,5.4,1.55,3.3,4.5,1.44,3.6,6.5,1.5,3.4,6.0,1.53,3.4,5.5
SP1,2001-01-21,Ath Bilbao,Santander,3,1,H,1,0,H,1.55,3.4,5.4,1.6,3.2,4.2,1.57,3.25,5.5,1.53,3.4,5.6,1.53,3.6,5.0
SP1,2001-01-21,Celta,Zaragoza,1,1,D,1,1,D,2.05,3.0,3.35,2.1,2.9,2.9,2.1,3.2,3.0,2.1,3.0,3.2,2.1,3.0,3.2
SP1,2001-01-21,Espanol,Villarreal,2,1,H,1,0,H,2.0,3.1,3.4,1.8,3.0,3.5,1.8,3.25,3.75,1.91,3.1,3.6,2.0,3.2,3.2
SP1,2001-01-21,Malaga,La Coruna,1,3,A,1,1,D,2.6,3.1,2.42,2.3,2.9,2.5,2.62,2.87,2.5,2.5,3.1,2.5,2.4,3.1,2.6
SP1,2001-01-21,Osasuna,Sociedad,1,1,D,0,0,D,1.85,3.1,3.85,1.85,2.9,3.4,1.83,3.2,3.75,1.85,3.1,3.75,,,
SP1,2001-01-21,Oviedo,Mallorca,1,1,D,0,1,A,2.23,3.0,2.95,2.2,2.8,2.8,2.37,2.87,2.8,2.3,3.0,2.8,2.4,2.8,2.85
SP1,2001-01-21,Vallecano,Las Palmas,1,1,D,1,1,D,1.8,3.25,3.85,1.65,3.1,4.0,1.8,3.2,4.0,1.73,3.2,4.33,1.72,3.2,4.33
SP1,2001-01-21,Valladolid,Real Madrid,2,2,D,1,1,D,3.65,3.1,1.85,3.6,3.1,1.75,4.33,3.2,1.73,3.75,3.2,1.83,3.8,3.25,1.8
SP1,2001-01-24,Real Madrid,Zaragoza,3,0,H,0,0,D,1.25,4.5,8.6,1.3,4.0,7.0,1.3,4.33,8.0,1.3,4.33,8.5,1.25,4.5,10.0
SP1,2001-01-27,Ath Bilbao,La Coruna,2,2,D,1,2,A,2.6,2.9,2.55,2.3,2.9,2.5,2.62,2.87,2.5,2.6,3.1,2.4,2.5,3.1,2.5
SP1,2001-01-27,Espanol,Zaragoza,5,0,H,3,0,H,2.1,2.9,3.35,2.1,2.9,2.9,2.0,3.0,3.4,2.0,3.0,3.4,2.1,3.0,3.2
SP1,2001-01-27,Malaga,Barcelona,0,0,D,0,0,D,3.25,3.1,2.05,2.9,2.9,2.1,3.4,3.25,1.91,3.2,3.1,2.0,3.2,3.2,2.0
SP1,2001-01-28,Alaves,Las Palmas,1,0,H,0,0,D,1.85,3.0,4.1,1.85,2.9,3.4,1.91,3.25,3.4,1.85,3.1,3.8,1.9,3.2,3.5
SP1,2001-01-28,Celta,Osasuna,1,0,H,0,0,D,1.65,3.2,4.9,1.6,3.2,4.2,1.73,3.2,4.33,1.67,3.2,4.75,,,
SP1,2001-01-28,Oviedo,Numancia,3,0,H,1,0,H,1.7,3.2,4.5,1.75,3.1,3.6,1.61,3.25,5.0,1.67,3.25,4.6,1.66,3.3,4.5
SP1,2001-01-28,Vallecano,Villarreal,0,1,A,0,0,D,1.8,3.2,4.0,1.7,3.1,3.8,1.8,3.25,3.75,1.75,3.2,4.2,1.72,3.4,4.0
SP1,2001-01-28,Santander,Sociedad,1,4,A,1,2,A,1.95,3.1,3.5,1.9,2.8,3.3,2.1,3.2,3.0,2.0,3.0,3.4,1.83,3.2,3.75
SP1,2001-01-28,Valencia,Real Madrid,0,1,A,0,0,D,2.5,2.9,2.6,2.3,2.9,2.5,2.75,3.2,2.25,2.5,3.1,2.5,2.62,3.1,2.4
SP1,2001-01-28,Valladolid,Mallorca,2,0,H,2,0,H,2.35,2.8,2.95,2.1,2.8,3.0,2.37,2.87,2.8,2.38,2.88,2.8,2.37,2.9,2.8
SP1,2001-02-03,Barcelona,Ath Bilbao,7,0,H,6,0,H,1.3,4.5,8.0,1.3,4.0,7.0,1.36,4.0,7.0,1.3,4.33,8.0,1.28,4.5,8.0
SP1,2001-02-04,La Coruna,Santander,2,1,H,2,1,H,1.27,4.6,9.0,1.25,4.3,8.0,1.17,5.0,15.0,1.22,5.0,9.0,1.25,4.5,10.0
SP1,2001-02-04,Las Palmas,Oviedo,1,0,H,0,0,D,1.72,3.2,4.45,1.7,3.1,3.8,1.57,3.5,5.0,1.67,3.25,4.6,1.66,3.3,4.5
SP1,2001-02-04,Mallorca,Valencia,2,2,D,1,0,H,2.3,3.1,2.8,2.2,2.8,2.8,2.2,3.0,3.0,2.3,3.0,2.8,2.25,3.0,2.87
SP1,2001-02-04,Numancia,Valladolid,0,0,D,0,0,D,2.15,3.0,3.1,2.2,2.8,2.8,2.37,3.2,2.6,2.2,3.0,3.0,2.2,3.0,3.0
SP1,2001-02-04,Osasuna,Espanol,1,3,A,0,3,A,2.35,3.0,2.77,2.3,2.8,2.6,2.5,3.2,2.5,2.38,2.9,2.75,,,
SP1,2001-02-04,Real Madrid,Malaga,4,3,H,3,2,H,1.24,4.8,9.3,1.25,4.3,8.0,1.2,5.0,11.0,1.25,4.6,9.0,1.25,4.5,10.0
SP1,2001-02-04,Sociedad,Celta,2,2,D,1,0,H,,,,2.2,2.8,2.8,2.2,3.2,2.8,2.1,3.1,3.0,2.2,3.0,3.0
SP1,2001-02-04,Villarreal,Alaves,2,0,H,1,0,H,1.95,3.2,3.4,1.7,3.1,3.8,1.73,3.4,4.0,1.75,3.2,4.2,1.83,3.3,3.6
SP1,2001-02-04,Zaragoza,Vallecano,6,1,H,2,0,H,2.0,3.0,3.45,1.85,2.9,3.4,1.91,3.2,3.5,1.91,3.2,3.5,2.0,3.0,3.4
SP1,2001-02-10,Ath Bilbao,Real Madrid,1,0,H,1,0,H,3.55,3.3,1.85,3.0,2.9,2.0,,,,3.4,3.25,1.91,3.75,3.2,1.83
SP1,2001-02-10,La Coruna,Sociedad,4,1,H,3,0,H,1.3,4.5,8.0,1.3,4.0,7.0,,,,1.33,4.0,8.0,1.33,4.0,8.0
SP1,2001-02-10,Espanol,Celta,0,1,A,0,0,D,1.7,3.25,4.25,1.7,3.1,3.8,,,,1.67,3.2,4.75,1.61,3.25,5.0
SP1,2001-02-10,Vallecano,Osasuna,2,1,H,1,0,H,1.6,3.3,5.2,1.6,3.2,4.2,,,,1.57,3.4,5.2,,,
SP1,2001-02-10,Valencia,Numancia,3,0,H,2,0,H,1.28,4.45,8.7,1.3,4.0,7.0,,,,1.33,4.0,8.0,1.33,4.0,8.0
SP1,2001-02-11,Alaves,Zaragoza,1,0,H,1,0,H,2.0,3.0,3.5,2.1,2.8,3.0,,,,2.1,3.1,3.1,1.9,3.1,3.6
SP1,2001-02-11,Malaga,Mallorca,0,1,A,0,1,A,2.1,3.0,3.2,2.1,2.8,3.0,,,,2.1,3.0,3.2,2.0,3.0,3.4
SP1,2001-02-11,Oviedo,Villarreal,1,3,A,1,0,H,2.1,3.1,3.15,2.1,2.8,3.0,,,,2.1,3.1,3.1,2.2,3.2,2.8
SP1,2001-02-11,Santander,Barcelona,4,0,H,1,0,H,4.5,3.4,1.65,3.8,3.1,1.7,,,,4.5,3.5,1.62,4.8,3.4,1.6
SP1,2001-02-11,Valladolid,Las Palmas,1,0,H,0,0,D,1.9,3.1,3.7,1.8,2.9,3.6,,,,1.91,3.1,3.6,1.9,3.2,3.5
SP1,2001-02-17,Barcelona,La Coruna,2,3,A,2,1,H,1.68,3.3,4.5,1.7,3.1,3.8,,,,1.75,3.25,4.2,1.72,3.2,4.33
SP1,2001-02-17,Las Palmas,Valencia,0,2,A,0,1,A,2.6,3.0,2.5,2.4,2.9,2.4,,,,2.6,3.0,2.5,2.6,2.8,2.6
SP1,2001-02-17,Real Madrid,Santander,1,0,H,0,0,D,1.2,5.3,10.0,1.25,4.3,8.0,,,,1.22,5.0,9.5,1.2,5.0,11.0
SP1,2001-02-18,Celta,Vallecano,1,1,D,1,1,D,1.92,3.1,3.6,1.75,3.1,3.6,,,,1.83,3.2,3.75,1.8,3.3,3.75
SP1,2001-02-18,Mallorca,Ath Bilbao,1,0,H,1,0,H,1.73,3.25,4.3,1.65,3.1,4.0,,,,1.67,3.25,4.5,1.66,3.3,4.5
SP1,2001-02-18,Numancia,Malaga,3,2,H,1,0,H,2.28,3.0,2.9,2.2,2.8,2.8,,,,2.25,3.0,2.88,2.2,3.1,2.87
SP1,2001-02-18,Osasuna,Alaves,0,1,A,0,0,D,2.37,3.0,2.75,2.2,2.8,2.8,,,,2.3,3.0,2.8,,,
SP1,2001-02-18,Sociedad,Espanol,2,1,H,1,1,D,2.33,3.0,2.8,2.2,2.8,2.8,,,,2.3,3.1,2.75,2.3,3.1,2.75
SP1,2001-02-18,Villarreal,Valladolid,2,1,H,1,0,H,1.77,3.15,4.2,1.75,3.1,3.6,,,,1.67,3.2,4.75,1.66,3.1,5.0
SP1,2001-02-18,Zaragoza,Oviedo,5,2,H,4,1,H,1.6,3.3,5.2,1.5,3.4,4.7,,,,1.53,3.4,5.5,1.53,3.4,5.5
SP1,2001-02-24,La Coruna,Real Madrid,2,2,D,0,2,A,,,,2.1,2.9,2.9,,,,2.38,3.1,2.63,2.37,3.1,2.62
SP1,2001-02-25,Alaves,Celta,2,2,D,1,0,H,1.87,3.1,3.8,1.75,3.1,3.6,,,,1.8,3.25,3.8,1.72,3.2,4.33
SP1,2001-02-25,Ath Bilbao,Numancia,3,1,H,1,0,H,1.52,3.5,5.5,1.5,3.4,4.7,,,,1.53,3.4,5.5,1.53,3.4,5.5
SP1,2001-02-25,Barcelona,Sociedad,3,0,H,1,0,H,1.25,4.75,9.0,1.25,4.3,8.0,,,,1.29,4.5,8.0,1.25,4.5,9.5
SP1,2001-02-25,Malaga,Las Palmas,2,1,H,0,1,A,1.95,3.1,3.5,1.85,2.9,3.4,,,,1.83,3.2,3.6,1.83,3.2,3.75
SP1,2001-02-25,Oviedo,Osasuna,2,3,A,2,0,H,1.65,3.3,4.7,1.6,3.2,4.2,,,,1.62,3.3,5.0,,,
SP1,2001-02-25,Vallecano,Espanol,1,1,D,0,1,A,1.9,3.1,3.65,1.85,2.9,3.4,,,,1.8,3.25,3.8,1.8,3.3,3.75
SP1,2001-02-25,Santander,Mallorca,2,1,H,2,1,H,2.6,2.95,2.5,2.2,2.8,2.8,,,,2.5,3.1,2.5,2.5,3.1,2.5
SP1,2001-02-25,Valencia,Villarreal,3,1,H,1,1,D,1.5,3.55,5.75,1.6,3.2,4.2,,,,1.53,3.4,5.5,1.61,3.5,4.5
SP1,2001-02-25,Valladolid,Zaragoza,2,0,H,1,0,H,1.95,3.1,3.45,2.0,2.7,3.2,,,,1.9,3.2,3.5,2.0,3.0,3.4
SP1,2001-03-03,Mallorca,La Coruna,2,1,H,1,0,H,2.4,2.9,2.6,2.2,2.8,2.8,,,,2.5,3.1,2.5,2.37,3.1,2.62
SP1,2001-03-03,Real Madrid,Barcelona,2,2,D,2,1,H,1.83,3.2,3.9,1.75,3.1,3.6,,,,1.83,3.2,3.75,1.8,3.1,4.0
SP1,2001-03-03,Sociedad,Vallecano,2,0,H,1,0,H,2.3,3.05,2.78,2.2,2.8,2.8,,,,2.2,3.2,2.8,2.3,3.1,2.75
SP1,2001-03-03,Zaragoza,Valencia,1,1,D,1,0,H,2.52,2.95,2.6,2.3,2.8,2.6,,,,2.5,3.1,2.5,2.4,3.0,2.7
SP1,2001-03-04,Celta,Oviedo,1,0,H,0,0,D,1.55,3.4,5.5,1.5,3.4,4.7,,,,1.5,3.4,6.0,1.5,3.3,6.5
SP1,2001-03-04,Espanol,Alaves,0,0,D,0,0,D,2.0,3.1,3.35,1.85,2.9,3.4,,,,1.91,3.2,3.5,1.9,3.2,3.5
SP1,2001-03-04,Las Palmas,Ath Bilbao,0,0,D,0,0,D,2.0,3.1,3.35,2.1,2.8,3.0,,,,1.95,3.2,3.3,2.0,3.2,3.2
SP1,2001-03-04,Numancia,Santander,1,0,H,1,0,H,1.92,3.1,3.6,2.0,2.8,3.1,,,,1.91,3.1,3.6,1.8,3.3,3.75
SP1,2001-03-04,Osasuna,Valladolid,2,1,H,0,0,D,2.3,3.0,2.85,2.2,2.7,2.9,,,,2.38,3.1,2.63,,,
SP1,2001-03-04,Villarreal,Malaga,1,2,A,0,1,A,1.65,3.3,4.7,1.75,3.1,3.6,,,,1.62,3.25,5.0,1.61,3.25,5.0
SP1,2001-03-10,Ath Bilbao,Villarreal,1,1,D,0,1,A,2.0,3.1,3.35,1.75,3.1,3.6,1.73,3.2,4.33,1.85,3.25,3.6,1.83,3.2,3.75
SP1,2001-03-10,La Coruna,Numancia,4,1,H,0,0,D,1.25,4.7,9.1,1.25,4.3,8.0,1.25,4.5,10.0,1.29,4.33,8.5,1.25,4.33,11.0
SP1,2001-03-10,Valencia,Osasuna,1,0,H,0,0,D,1.25,4.65,9.25,1.25,4.3,8.0,1.25,4.5,10.0,1.29,4.5,8.0,,,
SP1,2001-03-11,Alaves,Vallecano,4,2,H,1,1,D,1.85,3.2,3.8,1.8,3.0,3.5,1.8,3.25,3.75,1.8,3.25,3.75,1.72,3.4,4.0
